Stamnummer,Thuisploeg,Uitploeg
3189,Unknown Club,Unknown Club
3190,FC Warsage,FC Warsage
3191,Unknown Club,Unknown Club
3192,Eendracht Grembergen,Eendracht Grembergen
3193,Union Walhorn,Union Walhorn
3194,Unknown Club,Unknown Club
3195,FC Beclers,FC Beclers
3196,US Bohannaise,US Bohannaise
3197,Unknown Club,Unknown Club
3198,SK Berlare,SK Berlare
3199,Unknown Club,Unknown Club
3200,VK Nederhasselt,VK Nederhasselt
3201,Unknown Club,Unknown Club
3202,SC Wauberg,SC Wauberg
3203,US Archennoise,US Archennoise
3204,US Saint-Bernard Waltzing-Bonnert,US Saint-Bernard Waltzing-Bonnert
3205,Unknown Club,Unknown Club
3206,FC Excelsior Kessel,FC Excelsior Kessel
3207,Eendracht Termien,Eendracht Termien
3208,Sporting Molenbeek,Sporting Molenbeek
3209,Deurne SK,Deurne SK
3210,Étoile Jaune Erpent,Étoile Jaune Erpent
3211,SV Grasheide,SV Grasheide
3212,Voorwaarts Mollem,Voorwaarts Mollem
3213,VC Herop Ouwegem,VC Herop Ouwegem
3214,Grenstrappers Kolonie Lommel,Grenstrappers Kolonie Lommel
3215,Unknown Club,Unknown Club
3216,FC Moorsel,FC Moorsel
3217,Gewestelijke Verst. Clubs Denderstreek,Gewestelijke Verst. Clubs Denderstreek
3218,Unknown Club,Unknown Club
3219,JS Wez-Guignies,JS Wez-Guignies
3220,VV Emelgem-Kachtem,VV Emelgem-Kachtem
3221,SK Aaigem,SK Aaigem
3222,White Star Oostwinkel,White Star Oostwinkel
3223,Unknown Club,Unknown Club
3224,VK Borchtlombeek,VK Borchtlombeek
3225,Unknown Club,Unknown Club
3226,Sports et Loirirs Mortier,Sports et Loirirs Mortier
3227,Unknown Club,Unknown Club
3228,FC Brunehaut,FC Brunehaut
3229,Cercle Sportif Racing Uccle,Cercle Sportif Racing Uccle
3230,Unknown Club,Unknown Club
3231,Jong Male VV,Jong Male VV
3232,PSV Melveren,PSV Melveren
3233,Unknown Club,Unknown Club
3234,SC Bruyelle,SC Bruyelle
3235,Unknown Club,Unknown Club
3236,Kanne VV,Kanne VV
3237,Zennester Hombeek,Zennester Hombeek
3238,Unknown Club,Unknown Club
3239,FC Kelle (7963),FC Kelle (7963)
3240,Unknown Club,Unknown Club
3241,AC Anvaing,AC Anvaing
3242,FC Roucourtois,FC Roucourtois
3243,Unknown Club,Unknown Club
3244,ES Gimnée-Mazée,ES Gimnée-Mazée
3245,Unknown Club,Unknown Club
3246,Unknown Club,Unknown Club
3247,Unknown Club,Unknown Club
3248,FC La Glanerie,FC La Glanerie
3249,Standario FC Onoz,Standario FC Onoz
3250,RC Reppel,RC Reppel
3251,SC Vezon,SC Vezon
3252,Unknown Club,Unknown Club
3253,Lando Sport Merendree,Lando Sport Merendree
3254,SK Rooierheide,SK Rooierheide
3255,FC Schepdaal,FC Schepdaal
3256,Unknown Club,Unknown Club
3257,FC Anadol,FC Anadol
3258,Unknown Club,Unknown Club
3259,"Entente Namuroise du Nord, d'Est et Basse-Sambre","Entente Namuroise du Nord, d'Est et Basse-Sambre"
3260,Unknown Club,Unknown Club
3261,Lindeboys Sporting Leut,Lindeboys Sporting Leut
3262,Unknown Club,Unknown Club
3263,VVC Brugse Oostkust,VVC Brugse Oostkust
3264,VV Leest,VV Leest
3265,Unknown Club,Unknown Club
3266,Entente Provinciale Clubs Luxembourgeois,Entente Provinciale Clubs Luxembourgeois
3267,Unknown Club,Unknown Club
3268,Sporting Grote-Heide Neerpelt,Sporting Grote-Heide Neerpelt
3269,Unknown Club,Unknown Club
3270,FC Malonne 2000,FC Malonne 2000
3271,Unknown Club,Unknown Club
3272,FC Assent,FC Assent
3273,Unknown Club,Unknown Club
3274,VK Kachtem,VK Kachtem
3275,VV Schakkebroek,VV Schakkebroek
3276,Unknown Club,Unknown Club
3277,US Mellier,US Mellier
3278,Unknown Club,Unknown Club
3279,AFC Péronnes,AFC Péronnes
3280,VK White Boys Sint-Niklaas,VK White Boys Sint-Niklaas
3281,FC Juventus Schoonaarde,FC Juventus Schoonaarde
3282,Unknown Club,Unknown Club
3283,Ritterklub VSV Jette,Ritterklub VSV Jette
3284,ES Bonnerue,ES Bonnerue
3285,Union Sportive Flavion Morialmé,Union Sportive Flavion Morialmé
3286,SK Moelingen,SK Moelingen
3287,Unknown Club,Unknown Club
3288,ESC Poupehan,ESC Poupehan
3289,ES des Carrières,ES des Carrières
3290,FC Merksem,FC Merksem
3291,SK Reningelst,SK Reningelst
3292,Unknown Club,Unknown Club
3293,Sparta Kruiseke,Sparta Kruiseke
3294,ES des Frontières,ES des Frontières
3295,Bezemheide Sport,Bezemheide Sport
3296,FC Rosières,FC Rosières
3297,Unknown Club,Unknown Club
3298,SV Breugel,SV Breugel
3299,Unknown Club,Unknown Club
3300,AC Tervant,AC Tervant
3301,FC Houthem,FC Houthem
3302,FC Ciply,FC Ciply
3303,Unknown Club,Unknown Club
3304,FC Rumes-La Glanerie,FC Rumes-La Glanerie
3305,Thor Kokerij-Meldert,Thor Kokerij-Meldert
3306,Sporting Aalst,Sporting Aalst
3307,Habo SK Borgloon,Habo SK Borgloon
3308,Unknown Club,Unknown Club
3309,FCSJ Montignies-sur-Sambre,FCSJ Montignies-sur-Sambre
3310,AS Pommerœul-Ville,AS Pommerœul-Ville
3311,Sijseelse Voetbal Vereniging Damme,Sijseelse Voetbal Vereniging Damme
3312,Sporting Sint-Jan-Bentille,Sporting Sint-Jan-Bentille
3313,Sporting Malou,Sporting Malou
3314,Unknown Club,Unknown Club
3315,Charneux FC,Charneux FC
3316,Unknown Club,Unknown Club
3317,SC Aster Aartrijke,SC Aster Aartrijke
3318,Unknown Club,Unknown Club
3319,Étoile Rouge Belgrade,Étoile Rouge Belgrade
3320,SC Mont-de-l'Enclus,SC Mont-de-l'Enclus
3321,Unknown Club,Unknown Club
3322,FC Kelle,FC Kelle
3323,Hoek Sport Zaventem,Hoek Sport Zaventem
3324,Diables Rouges Rongy,Diables Rouges Rongy
3325,Unknown Club,Unknown Club
3326,SK Spermalie-Middelkerke,SK Spermalie-Middelkerke
3327,Unknown Club,Unknown Club
3328,RW Dames Herentals,RW Dames Herentals
3329,Brussel Dames 71,Brussel Dames 71
3330,VK Veldkanteva's,VK Veldkanteva's
3331,DVC 't Rozeke Antwerpen,DVC 't Rozeke Antwerpen
3332,Club Landain Don Bosco,Club Landain Don Bosco
3333,FC Ramegnies-Lamain,FC Ramegnies-Lamain
3334,Eendracht Vinkt,Eendracht Vinkt
3335,Unknown Club,Unknown Club
3336,Standard Fémina de Liège,Standard Fémina de Liège
3337,Unknown Club,Unknown Club
3338,SK Opbrakel,SK Opbrakel
3339,Unknown Club,Unknown Club
3340,Eva's Kumtich,Eva's Kumtich
3341,Unknown Club,Unknown Club
3342,Damesvoetbal Lanaken,Damesvoetbal Lanaken
3343,Unknown Club,Unknown Club
3344,FC Entente Stembertoise,FC Entente Stembertoise
3345,VV Kruispunt Heist,VV Kruispunt Heist
3346,Unknown Club,Unknown Club
3347,US Ploegsteert-Bizet,US Ploegsteert-Bizet
3348,Unknown Club,Unknown Club
3349,VV Zepperen-Brustem,VV Zepperen-Brustem
3350,Unknown Club,Unknown Club
3351,Amandina VC Schakkebroek,Amandina VC Schakkebroek
3352,Unknown Club,Unknown Club
3353,Sporting Keiem,Sporting Keiem
3354,SV Voorde,SV Voorde
3355,FC Smetlede,FC Smetlede
3356,SK Roeselare-Daisel,SK Roeselare-Daisel
3357,Renouveau Union de Tournai Warcoing,Renouveau Union de Tournai Warcoing
3358,FC Gouy,FC Gouy
3359,Unknown Club,Unknown Club
3360,AC Soiron,AC Soiron
3361,Unknown Club,Unknown Club
3362,FC Hermée,FC Hermée
3363,Jespo Bas-Warneton,Jespo Bas-Warneton
3364,Sporting Heide Linter,Sporting Heide Linter
3365,VV Eendracht Brugge,VV Eendracht Brugge
3366,SK Hezewijk,SK Hezewijk
3367,Sporting Gent,Sporting Gent
3368,CS Wépionnais,CS Wépionnais
3369,SC de Tertre,SC de Tertre
3370,Rot-Weiss Eynatten,Rot-Weiss Eynatten
3371,VV Leffinge,VV Leffinge
3372,VKSO Zerkegem,VKSO Zerkegem
3373,Wellen VV,Wellen VV
3374,Jeunesse Entente Sportive Velaines,Jeunesse Entente Sportive Velaines
3375,Unknown Club,Unknown Club
3376,AC Hombourg,AC Hombourg
3377,Euro Youth Liège 75,Euro Youth Liège 75
3378,FC Marquain,FC Marquain
3379,SK Munkzwalm,SK Munkzwalm
3380,Unknown Club,Unknown Club
3381,AS Châtelineau,AS Châtelineau
3382,SK Nieuwkerke,SK Nieuwkerke
3383,Unknown Club,Unknown Club
3384,FC Dailly,FC Dailly
3385,Unknown Club,Unknown Club
3386,Dames Berg en Dal Diepenbeek,Dames Berg en Dal Diepenbeek
3387,Unknown Club,Unknown Club
3388,FC Forest,FC Forest
3389,SVD Handzame,SVD Handzame
3390,Unknown Club,Unknown Club
3391,VK Overijse,VK Overijse
3392,SKO Merchtem,SKO Merchtem
3393,WIK Boekel,WIK Boekel
3394,WGSM Lennik,WGSM Lennik
3395,Unknown Club,Unknown Club
3396,Association Belge des Sports du Samedi,Association Belge des Sports du Samedi
3397,Unknown Club,Unknown Club
3398,SK Opex Girls Oostende,SK Opex Girls Oostende
3399,Red Star Laak,Red Star Laak
3400,RC Fémina Antheit,RC Fémina Antheit
3401,Sporda Dames VV Veldegem,Sporda Dames VV Veldegem
3402,Unknown Club,Unknown Club
3403,FC Heilig Kerst,FC Heilig Kerst
3404,Unknown Club,Unknown Club
3405,VK Jong Geraardsbergen,VK Jong Geraardsbergen
3406,US Waha,US Waha
3407,FC Menen United,FC Menen United
3408,ASC Havinnes,ASC Havinnes
3409,Unknown Club,Unknown Club
3410,Voorwaarts Gijzenzele,Voorwaarts Gijzenzele
3411,FC Étoiles D'Ere,FC Étoiles D'Ere
3412,Unknown Club,Unknown Club
3413,Olympic Club Sommière,Olympic Club Sommière
3414,Unknown Club,Unknown Club
3415,FC Mesnilois,FC Mesnilois
3416,Unknown Club,Unknown Club
3417,BS Geluveld,BS Geluveld
3418,VK Liezele,VK Liezele
3419,Sparta Dikkebus,Sparta Dikkebus
3420,Three Stars Club Proven,Three Stars Club Proven
3421,Unknown Club,Unknown Club
3422,SK Vlezenbeek,SK Vlezenbeek
3423,Unknown Club,Unknown Club
3424,WS Wommersom,WS Wommersom
3425,WS Zarren,WS Zarren
3426,JS Ittroise,JS Ittroise
3427,Unknown Club,Unknown Club
3428,VV Leke-Vladslo,VV Leke-Vladslo
3429,Herentals SK,Herentals SK
3430,FC Apollo 74 Gellik,FC Apollo 74 Gellik
3431,Unknown Club,Unknown Club
3432,SK Sonnis Helchteren,SK Sonnis Helchteren
3433,SV Kobbegem,SV Kobbegem
3434,Daring Brugge VV,Daring Brugge VV
3435,Andoy Wierde FC,Andoy Wierde FC
3436,UCE de Liège,UCE de Liège
3437,Unknown Club,Unknown Club
3438,Amis Réunis Tubize,Amis Réunis Tubize
3439,VK Eendracht Eizer,VK Eendracht Eizer
3440,US Sovet,US Sovet
3441,Unknown Club,Unknown Club
3442,VK Jimboys Duffel,VK Jimboys Duffel
3443,SV Terhagen,SV Terhagen
3444,Unknown Club,Unknown Club
3445,Association Athlétique Rapid Club Mouscronnois,Association Athlétique Rapid Club Mouscronnois
3446,AF Union Sportive Saint-Amand-Brye,AF Union Sportive Saint-Amand-Brye
3447,Unknown Club,Unknown Club
3448,FC Westouter,FC Westouter
3449,Unknown Club,Unknown Club
3450,SV Herkol Neerpelt,SV Herkol Neerpelt
3451,VC Rabot Gent,VC Rabot Gent
3452,Unknown Club,Unknown Club
3453,US Léersoise,US Léersoise
3454,JS de Fraire,JS de Fraire
3455,Sporting Duras,Sporting Duras
3456,Unknown Club,Unknown Club
3457,Schoot Sport,Schoot Sport
3458,Unknown Club,Unknown Club
3459,FC Maria-Lierde,FC Maria-Lierde
3460,CS Entité Manageoise,CS Entité Manageoise
3461,VK Gestel,VK Gestel
3462,FC Laplaigne,FC Laplaigne
3463,Unknown Club,Unknown Club
3464,Belgian Football Coaches,Belgian Football Coaches
3465,Pro League,Pro League
3466,Liga Vrouwenvoetbal - Ligue Football Féminin,Liga Vrouwenvoetbal - Ligue Football Féminin
3467,Unknown Club,Unknown Club
3468,Evergemse Verstandhouding,Evergemse Verstandhouding
3469,Unknown Club,Unknown Club
3470,Deinzese Verstandhouding,Deinzese Verstandhouding
3471,Unknown Club,Unknown Club
3472,Étoile Sportive Brainoise,Étoile Sportive Brainoise
3473,SK Elverdinge,SK Elverdinge
3474,Groene Duivels Ingooigem,Groene Duivels Ingooigem
3475,Unknown Club,Unknown Club
3476,Red Star Opheers,Red Star Opheers
3477,Unknown Club,Unknown Club
3478,Red Star Opdorp,Red Star Opdorp
3479,VK Linden,VK Linden
3480,FC Dynamo Klein Gent-Beervelde,FC Dynamo Klein Gent-Beervelde
3481,Unknown Club,Unknown Club
3482,WSAC Fleurus,WSAC Fleurus
3483,VJ Baardegem,VJ Baardegem
3484,Unknown Club,Unknown Club
3485,FC Westrem,FC Westrem
3486,SC Mazycien,SC Mazycien
3487,Unknown Club,Unknown Club
3488,FC Oordegem,FC Oordegem
3489,Unknown Club,Unknown Club
3490,FC Klein Laar Vrasene,FC Klein Laar Vrasene
3491,Unknown Club,Unknown Club
3492,Avanti Stekene,Avanti Stekene
3493,Unknown Club,Unknown Club
3494,DVK Gent,DVK Gent
3495,Unknown Club,Unknown Club
3496,Vrij Vooruit Voorshoven,Vrij Vooruit Voorshoven
3497,FC Pede,FC Pede
3498,FC Boma Kaster,FC Boma Kaster
3499,WS Lovrienden Lotenhulle,WS Lovrienden Lotenhulle
3500,Unknown Club,Unknown Club
3501,FC Casteau,FC Casteau
3502,SK Kalken,SK Kalken
3503,Unknown Club,Unknown Club
3504,Lommel United WS,Lommel United WS
3505,Unknown Club,Unknown Club
3506,KFC Lebbeke,KFC Lebbeke
3507,Unknown Club,Unknown Club
3508,Umitspor Maasmechelen,Umitspor Maasmechelen
3509,Unknown Club,Unknown Club
3510,WS Bulskamp,WS Bulskamp
3511,SK Sint-Jan Wingene,SK Sint-Jan Wingene
3512,Unknown Club,Unknown Club
3513,Rood-Wit Hollebeke,Rood-Wit Hollebeke
3514,FC Lutterzele,FC Lutterzele
3515,Unknown Club,Unknown Club
3516,Hoger Op Oostveld Oedelem,Hoger Op Oostveld Oedelem
3517,Unknown Club,Unknown Club
3518,Agrupación Oviedo-Asturiana,Agrupación Oviedo-Asturiana
3519,De Zwaluw VV Diepenbeek,De Zwaluw VV Diepenbeek
3520,SK Zonhoven,SK Zonhoven
3521,Unknown Club,Unknown Club
3522,FC Edeboys,FC Edeboys
3523,Unknown Club,Unknown Club
3524,Dames Assenede,Dames Assenede
3525,Eendracht Wit-Zwart 93 Sint-Antelinks,Eendracht Wit-Zwart 93 Sint-Antelinks
3526,Unknown Club,Unknown Club
3527,SK Beerse,SK Beerse
3528,Unknown Club,Unknown Club
3529,VC Herzele-Ressegem,VC Herzele-Ressegem
3530,Wilskracht Idegem,Wilskracht Idegem
3531,Unknown Club,Unknown Club
3532,FC Étoiles d'Ere,FC Étoiles d'Ere
3533,Unknown Club,Unknown Club
3534,CS Biergeois,CS Biergeois
3535,City Wevelgem,City Wevelgem
3536,SC Huvo Jeuk,SC Huvo Jeuk
3537,Unknown Club,Unknown Club
3538,FC Collège,FC Collège
3539,Unknown Club,Unknown Club
3540,SW Ladies Harelbeke,SW Ladies Harelbeke
3541,Unknown Club,Unknown Club
3542,Étoile Dieleghem,Étoile Dieleghem
3543,Unknown Club,Unknown Club
3544,FC Vellereille,FC Vellereille
3545,Unknown Club,Unknown Club
3546,SK Bruggeneinde,SK Bruggeneinde
3547,JS Hognouloise,JS Hognouloise
3548,Unknown Club,Unknown Club
3549,SK Verbroedering Oostakker,SK Verbroedering Oostakker
3550,Unknown Club,Unknown Club
3551,Tempo Overijse,Tempo Overijse
3552,Unknown Club,Unknown Club
3553,AS Vaudignies,AS Vaudignies
3554,Unknown Club,Unknown Club
3555,RC Hades,RC Hades
3556,Unknown Club,Unknown Club
3557,VC Eendracht Houtem,VC Eendracht Houtem
3558,Unknown Club,Unknown Club
3559,Standaard Diest,Standaard Diest
3560,Unknown Club,Unknown Club
3561,VV Sparta Ursel,VV Sparta Ursel
3562,JS Molise-Herstal,JS Molise-Herstal
3563,Unknown Club,Unknown Club
3564,VC Zevergem Sportief,VC Zevergem Sportief
3565,Unknown Club,Unknown Club
3566,Turkse FC Beringen,Turkse FC Beringen
3567,Unknown Club,Unknown Club
3568,VV Ven-Maaseik,VV Ven-Maaseik
3569,Unknown Club,Unknown Club
3570,FC Houtain-Genappe,FC Houtain-Genappe
3571,Unknown Club,Unknown Club
3572,Sportkring Kwatrecht,Sportkring Kwatrecht
3573,FC Oppuurs,FC Oppuurs
3574,Unknown Club,Unknown Club
3575,FC Montleban,FC Montleban
3576,Unknown Club,Unknown Club
3577,Sporting Lebeke,Sporting Lebeke
3578,Unknown Club,Unknown Club
3579,FC Goalgetters Sint-Laureins,FC Goalgetters Sint-Laureins
3580,Unknown Club,Unknown Club
3581,SV Everbeek,SV Everbeek
3582,Unknown Club,Unknown Club
3583,SV Woumen,SV Woumen
3584,SC de Pecq,SC de Pecq
3585,Unknown Club,Unknown Club
3586,SC Tournai-Vert Bocage,SC Tournai-Vert Bocage
3587,Unknown Club,Unknown Club
3588,VLANOB,VLANOB
3589,LCFBS,LCFBS
3590,Unknown Club,Unknown Club
3591,SK Strooiendorp Leopoldsburg,SK Strooiendorp Leopoldsburg
3592,Unknown Club,Unknown Club
3593,Dames FC Jong Nijlen,Dames FC Jong Nijlen
3594,SK Ooigem,SK Ooigem
3595,Unknown Club,Unknown Club
3596,VK Tielrode,VK Tielrode
3597,Unknown Club,Unknown Club
3598,SK Tielt,SK Tielt
3599,Dosko Kanegem,Dosko Kanegem
3600,Unknown Club,Unknown Club
3601,Wosjot Woluwe,Wosjot Woluwe
3602,VG Oostende,VG Oostende
3603,Unknown Club,Unknown Club
3604,SK Peulis,SK Peulis
3605,Unknown Club,Unknown Club
3606,Entente Sportive Élouges Dour,Entente Sportive Élouges Dour
3607,Unknown Club,Unknown Club
3608,Verstandhouding Clubs 2de Provinciale Oost-Vlaanderen,Verstandhouding Clubs 2de Provinciale Oost-Vlaanderen
3609,Unknown Club,Unknown Club
3610,Jeunesse Turque,Jeunesse Turque
3611,Unknown Club,Unknown Club
3612,JUS Maubray,JUS Maubray
3613,Unknown Club,Unknown Club
3614,Olympic Anderlecht,Olympic Anderlecht
3615,Unknown Club,Unknown Club
3616,VK Letterhoutem,VK Letterhoutem
3617,US Young Fellows Evere,US Young Fellows Evere
3618,Daring Maria-Aalter,Daring Maria-Aalter
3619,SC Langevelde,SC Langevelde
3620,Derby Girls Nerem,Derby Girls Nerem
3621,Unknown Club,Unknown Club
3622,Coxy Ladies Wulpen,Coxy Ladies Wulpen
3623,Unknown Club,Unknown Club
3624,FC Larum Geel,FC Larum Geel
3625,Unknown Club,Unknown Club
3626,Unknown Club,Unknown Club
3627,Unknown Club,Unknown Club
3628,Sporting Rollegem,Sporting Rollegem
3629,Unknown Club,Unknown Club
3630,US Gelbressée,US Gelbressée
3631,Sparta Asper,Sparta Asper
3632,Unknown Club,Unknown Club
3633,Sporting Nijlen,Sporting Nijlen
3634,Unknown Club,Unknown Club
3635,Excelsior Hamont,Excelsior Hamont
3636,Unknown Club,Unknown Club
3637,FC Green Stars Brussels,FC Green Stars Brussels
3638,CS Taintignies,CS Taintignies
3639,VC Webbekom,VC Webbekom
3640,FC Jehanster,FC Jehanster
3641,Unknown Club,Unknown Club
3642,Femina Hoof,Femina Hoof
3643,Unknown Club,Unknown Club
3644,Roux Sport,Roux Sport
3645,Unknown Club,Unknown Club
3646,Étoile Taminoise,Étoile Taminoise
3647,Unknown Club,Unknown Club
3648,Sporting Aspelare,Sporting Aspelare
3649,FC Arsenal Evere,FC Arsenal Evere
3650,Unknown Club,Unknown Club
3651,VV Volkegem,VV Volkegem
3652,Unknown Club,Unknown Club
3653,FC Ster-Francorchamps,FC Ster-Francorchamps
3654,Unknown Club,Unknown Club
3655,Unknown Club,Unknown Club
3656,Unknown Club,Unknown Club
3657,Racing Club de Bruxelles (9012),Racing Club de Bruxelles (9012)
3658,Unknown Club,Unknown Club
3659,FC Nieuwpoort,FC Nieuwpoort
3660,ES Ayeneutoise,ES Ayeneutoise
3661,Unknown Club,Unknown Club
3662,Entente Sportive Arquennes-Familleureux,Entente Sportive Arquennes-Familleureux
3663,Racing Mater,Racing Mater
3664,Dames VK Egem,Dames VK Egem
3665,Unknown Club,Unknown Club
3666,BX Brussels,BX Brussels
3667,JS Pierreuse,JS Pierreuse
3668,SK Nieuwe Kempen,SK Nieuwe Kempen
3669,ES Féminine Gerpinnes,ES Féminine Gerpinnes
3670,Unknown Club,Unknown Club
3671,FC Nerem,FC Nerem
3672,Unknown Club,Unknown Club
3673,JS Kemexhe Crisnée,JS Kemexhe Crisnée
3674,Unknown Club,Unknown Club
3675,Ladies Willebroek,Ladies Willebroek
3676,Unknown Club,Unknown Club
3677,DV Famkes Westhoek Diksmuide Merkem,DV Famkes Westhoek Diksmuide Merkem
3678,FC Aalst,FC Aalst
3679,AS Lindeman,AS Lindeman
3680,Gold Star Voormezele,Gold Star Voormezele
3681,FC Surdents,FC Surdents
3682,Unknown Club,Unknown Club
3683,Dames Voetbal Klub Haacht,Dames Voetbal Klub Haacht
3684,Racing Zwijnaarde,Racing Zwijnaarde
3685,Unknown Club,Unknown Club
3686,R. Foyer Anderlecht-Betis,R. Foyer Anderlecht-Betis
3687,Unknown Club,Unknown Club
3688,RC Montagnard,RC Montagnard
3689,Unknown Club,Unknown Club
3690,KVV Hou ende Trou Zwijnaarde,KVV Hou ende Trou Zwijnaarde
3691,JS du Thier à Liège,JS du Thier à Liège
3692,FC Lanaye,FC Lanaye
3693,Unknown Club,Unknown Club
3694,VSV Gent,VSV Gent
3695,Union Hesbignonne,Union Hesbignonne
3696,Unknown Club,Unknown Club
3697,FC de Lasne,FC de Lasne
3698,Unknown Club,Unknown Club
3699,Bury Foot-Club,Bury Foot-Club
3700,FC Eendracht Houthalen,FC Eendracht Houthalen
3701,Verbroedering Koeivijver-Pede,Verbroedering Koeivijver-Pede
3702,Unknown Club,Unknown Club
3703,VV Statiesport Zolder,VV Statiesport Zolder
3704,Blauw-Wit Bree,Blauw-Wit Bree
3705,VK Luchteren,VK Luchteren
3706,Unknown Club,Unknown Club
3707,SC Étoile Bruxelles-Capitale,SC Étoile Bruxelles-Capitale
3708,Dames VC Beerse,Dames VC Beerse
3709,Unknown Club,Unknown Club
3710,FC Broekom,FC Broekom
3711,SC Stavelot Sport,SC Stavelot Sport
3712,Unknown Club,Unknown Club
3713,Verenigde Krachten Hamme,Verenigde Krachten Hamme
3714,Unknown Club,Unknown Club
3715,VK Heide Kuringen,VK Heide Kuringen
3716,FC Atlas de Bruxelles,FC Atlas de Bruxelles
3717,Unknown Club,Unknown Club
3718,FC Daknam,FC Daknam
3719,FC Horion,FC Horion
3720,Unknown Club,Unknown Club
3721,JS Orcq,JS Orcq
3722,Unknown Club,Unknown Club
3723,FC Melosport Zonhoven,FC Melosport Zonhoven
3724,GFA Sinaai,GFA Sinaai
3725,Unknown Club,Unknown Club
3726,FC Féminin Sur-les-Bois,FC Féminin Sur-les-Bois
3727,Unknown Club,Unknown Club
3728,FC Obourg,FC Obourg
3729,FC Turkse Rangers Waterschei,FC Turkse Rangers Waterschei
3730,Unknown Club,Unknown Club
3731,FC Thier-Liège,FC Thier-Liège
3732,Unknown Club,Unknown Club
3733,DVK Izegem,DVK Izegem
3734,ASC Havinnes,ASC Havinnes
3735,Verbroedering Beersel Drogenbos,Verbroedering Beersel Drogenbos
3736,Unknown Club,Unknown Club
3737,SK Vinderhoute,SK Vinderhoute
3738,Unknown Club,Unknown Club
3739,FC Poesele,FC Poesele
3740,FC Bléharies,FC Bléharies
3741,VK Merendree,VK Merendree
3742,Unknown Club,Unknown Club
3743,Kadijk SK Overpelt,Kadijk SK Overpelt
3744,Unknown Club,Unknown Club
3745,FC Rijkel,FC Rijkel
3746,Unknown Club,Unknown Club
3747,Dames Voetbal Zonhoven,Dames Voetbal Zonhoven
3748,Unknown Club,Unknown Club
3749,FC Marmara Sint-Pieters-Leeuw,FC Marmara Sint-Pieters-Leeuw
3750,Unknown Club,Unknown Club
3751,RC Ahin,RC Ahin
3752,Unknown Club,Unknown Club
3753,VV Molenkring Lichaart,VV Molenkring Lichaart
3754,Unknown Club,Unknown Club
3755,DV Sporting Girls Oostkamp,DV Sporting Girls Oostkamp
3756,Unknown Club,Unknown Club
3757,SC Doorslaar,SC Doorslaar
3758,Unknown Club,Unknown Club
3759,Ladies Oudenburg,Ladies Oudenburg
3760,Unknown Club,Unknown Club
3761,Sporting Daring Club de Bruxelles,Sporting Daring Club de Bruxelles
3762,FC Turk Sport Antwerpen,FC Turk Sport Antwerpen
3763,FC Vogelzang,FC Vogelzang
3764,Unknown Club,Unknown Club
3765,FC Penarroya Vilvoorde,FC Penarroya Vilvoorde
3766,Unknown Club,Unknown Club
3767,Sporting Iddergem,Sporting Iddergem
3768,Fémina Cosmos Tihange,Fémina Cosmos Tihange
3769,Unknown Club,Unknown Club
3770,Sporting Oudgaarden,Sporting Oudgaarden
3771,FC Antwerp Girls,FC Antwerp Girls
3772,VV Westkapelle,VV Westkapelle
3773,Unknown Club,Unknown Club
3774,FC Hélécine,FC Hélécine
3775,FC Greunsjotters Vossem,FC Greunsjotters Vossem
3776,Club Deportivo Turon Bruxelles,Club Deportivo Turon Bruxelles
3777,SV Ressegem,SV Ressegem
3778,SK Westrozebeke,SK Westrozebeke
3779,CS Pays Vert Ostiches-Ath,CS Pays Vert Ostiches-Ath
3780,Leeuw Brucom,Leeuw Brucom
3781,AS Strépy-Bracquegnies,AS Strépy-Bracquegnies
3782,Miecroob Veltem,Miecroob Veltem
3783,Unknown Club,Unknown Club
3784,Stade Haacht,Stade Haacht
3785,VK Akkers Middelburg,VK Akkers Middelburg
3786,JS Jamioulx,JS Jamioulx
3787,VVG Alveringem,VVG Alveringem
3788,FC Groene Ster Mechelen,FC Groene Ster Mechelen
3789,Fémina Club Vitrival,Fémina Club Vitrival
3790,FC Berchem Dames,FC Berchem Dames
3791,FC Boqueron,FC Boqueron
3792,Unknown Club,Unknown Club
3793,Damesvoetbal DaVo Waregem,Damesvoetbal DaVo Waregem
3794,SC Hermalle,SC Hermalle
3795,Jupiter Nokere,Jupiter Nokere
3796,FC Piéton Sport,FC Piéton Sport
3797,Voorwaarts Oorbeek,Voorwaarts Oorbeek
3798,Sportkring Sint-Niklaas,Sportkring Sint-Niklaas
3799,Marsvlinders Kaulille,Marsvlinders Kaulille
3800,R. Daring Club de Cointe-Liège,R. Daring Club de Cointe-Liège
3801,FC Kosova Schaerbeek,FC Kosova Schaerbeek
3802,CRER Quaregnon-Wasmuel,CRER Quaregnon-Wasmuel
3803,Fémina FC Tournai,Fémina FC Tournai
3804,Racing Butsel,Racing Butsel
3805,Davo Puurs,Davo Puurs
3806,US FDC Petit-Enghien,US FDC Petit-Enghien
3807,SK Zillebeke,SK Zillebeke
3808,SC Statte,SC Statte
3809,FC Wijtschate,FC Wijtschate
3810,ASC Mont-sur-Marchienne,ASC Mont-sur-Marchienne
3811,SC Lodelinsart,SC Lodelinsart
3812,Sporting Pont-de-Loup,Sporting Pont-de-Loup
3813,FC Dames Zwartberg,FC Dames Zwartberg
3814,FC Aldegondois,FC Aldegondois
3815,Standaard Michelbeke,Standaard Michelbeke
3816,JS Chaumont-Gistoux,JS Chaumont-Gistoux
